confidence,text
99.84413146972656,cryptanalyst
99.2833023071289,at
99.83926391601562,the
99.90612030029297,Armed
99.93498992919922,Forces
99.9505386352539,Security
99.91120910644531,Agency
99.61180114746094,in
99.60539245605469,the
99.88999938964844,United
99.91765594482422,"States,"
99.90164947509766,addressed
99.79129791259766,the
99.95679473876953,problem
99.01245880126953,of
99.90174865722656,converting
99.94581604003906,printed
99.93706512451172,messages
90.15210723876953,into
99.86029815673828,machine
99.93672943115234,language
99.49520111083984,for
99.92225646972656,computer
99.94951629638672,processing
99.27765655517578,and
99.64363861083984,built
99.72408294677734,a
99.76721954345703,machine
96.53922271728516,to
99.08399963378906,do
99.8221435546875,"this,"
99.96525573730469,reported
99.70552062988281,in
99.72332763671875,the
99.92379760742188,Washington
99.92374420166016,Daily
99.605224609375,News
97.68885040283203,on
71.10460662841797,27
99.80874633789062,April
99.84595489501953,1951
99.51302337646484,and
99.86599731445312,in
99.85498809814453,the
99.61907196044922,New
99.73799896240234,York
99.73663330078125,Times
98.36925506591797,on
99.88893127441406,26
99.92704010009766,December
99.93453979492188,1953
99.58586120605469,after
98.72455596923828,his
99.31779479980469,U.S.
99.08684539794922,Patent
97.72930145263672,"2,663,758"
95.8140640258789,was
97.12623596191406,issued.
99.72761535644531,Shepard
99.58570861816406,then
99.83168029785156,founded
99.96489715576172,Intelligent
99.91950988769531,Machines
99.91632080078125,Research
99.9432144165039,Corporation
99.83580017089844,"(IMR),"
99.10985565185547,which
99.11762237548828,went
98.20561981201172,on
96.17866516113281,to
99.86225891113281,deliver
99.84881591796875,the
99.78292846679688,world's
99.80811309814453,first
99.45867156982422,several
99.79378509521484,OCR
99.77355194091797,systems
99.72216796875,used
99.6722183227539,in
99.8294906616211,commercial
99.954833984375,operation
99.51095581054688,In
99.88685607910156,"1955,"
99.60711669921875,the
99.8973617553711,first
99.85847473144531,commercial
99.82050323486328,system
95.62033081054688,was
99.95272064208984,installed
99.65979766845703,at
99.78036499023438,the
99.85128021240234,Reader's
99.88616943359375,Digest.
99.82917022705078,The
99.73892211914062,second
99.71159362792969,system
96.30182647705078,was
99.55979919433594,sold
99.0239028930664,to
99.6683578491211,the
99.8848648071289,Standard
99.25083923339844,Oil
99.95606231689453,Company
99.58546447753906,for
99.92089080810547,reading
99.67999267578125,credit
98.93968963623047,card
99.9599609375,imprints
99.74227905273438,for
99.94275665283203,billing
99.93264770507812,purposes.
99.76310729980469,Other
99.86672973632812,systems
99.55022430419922,sold
99.78030395507812,by
99.9280014038086,IMR
99.79579162597656,during
99.52152252197266,the
99.85374450683594,late
99.36051940917969,1950s
99.76756286621094,included
99.63592529296875,a
99.86276245117188,bill
99.68270874023438,stub
99.79792022705078,reader
99.13682556152344,to
99.58636474609375,the
99.22882080078125,Ohio
99.89956665039062,Bell
99.9563217163086,Telephone
99.94031524658203,Company
99.2259521484375,and
99.53885650634766,a
99.95956420898438,page
98.99118041992188,scanner
98.70022583007812,to
99.81562805175781,the
99.92279052734375,United
99.8681869506836,States
99.08921813964844,Air
99.87889862060547,Force
99.26107788085938,for
99.49728393554688,reading
99.17698669433594,and
99.95897674560547,transmitting
99.91141510009766,by
99.9619140625,teletype
99.96815490722656,typewritten
99.89437103271484,messages.
99.9314956665039,IBM
98.92604064941406,and
99.74333953857422,others
99.23703002929688,were
99.68986511230469,later
99.87149047851562,licensed
98.08222198486328,on
99.70466613769531,Shepard's
99.44334411621094,OCR
99.791259765625,patents.
99.61389923095703,In
99.6108627319336,about
99.77685546875,"1965,"
99.92666625976562,Reader's
99.8843002319336,Digest
99.45825958251953,and
99.89502716064453,RCA
99.91425323486328,collaborated
97.88582611083984,to
99.83794403076172,build
99.59527587890625,an
87.29886627197266,OCR
99.91361236572266,Document
99.80451202392578,reader
99.96246337890625,designed
99.47132873535156,to
99.93045043945312,digitise
99.60050964355469,the
99.73058319091797,seria
99.63036346435547,numbers
98.2555923461914,on
99.8363265991211,Reader's
99.94690704345703,Digest
99.87004089355469,coupons
99.92372131347656,returned
99.03628540039062,from
99.87527465820312,advertisements.
99.84037017822266,The
99.82389068603516,fonts
99.71797180175781,used
97.38878631591797,on
99.8644027709961,the
99.77415466308594,documents
99.26484680175781,were
99.90290069580078,printed
99.78968811035156,by
99.60348510742188,an
99.85415649414062,RCA
99.68083953857422,Drum
99.87688446044922,printer
99.23436737060547,using
99.75518035888672,the
99.73346710205078,OCR-A
98.14099884033203,font.
99.86271667480469,The
99.69102478027344,reader
96.35786437988281,was
99.92208862304688,connected
99.7890625,directly
99.74464416503906,to
99.7796859741211,an
99.7667465209961,RCA
99.76004791259766,301
99.94709777832031,computer
99.5263671875,(one
99.13944244384766,of
99.64021301269531,the
99.86616516113281,first
99.63871002197266,solid
99.67001342773438,state
99.76173400878906,computers).
99.60091400146484,This
99.7725601196289,reader
96.2704086303711,was
99.78459167480469,followed
99.60663604736328,by
99.68926239013672,a
99.96022033691406,specialised
99.7625961303711,document
99.8151626586914,reader
99.94026184082031,installed
99.8034896850586,at
99.78064727783203,TWA
99.58430480957031,where
99.6095962524414,the
99.49715423583984,reader
99.96018981933594,processed
99.74633026123047,Airline
99.22599029541016,Ticket
98.592041015625,stock.
99.84494018554688,The
99.63709259033203,readers
99.96762084960938,processed
99.85535430908203,documents
99.32425689697266,at
99.5898666381836,a
99.86409759521484,rate
99.27584075927734,of
99.37745666503906,"1,500"
99.90364837646484,documents
99.87440490722656,per
99.77985382080078,"minute,"
99.3614501953125,and
99.88554382324219,checked
99.63455963134766,each
99.87734985351562,"document,"
99.83998107910156,rejecting
99.71342468261719,those
99.08946228027344,it
96.436767578125,was
99.17739868164062,not
99.84274291992188,able
98.02228546142578,to
99.93403625488281,process
99.84485626220703,correctly
99.83187866210938,The
99.89421081542969,product
99.88129425048828,became
99.89265441894531,part
99.56902313232422,of
99.67794036865234,the
99.87652587890625,RCA
99.43302917480469,product
99.7488784790039,line
97.69561767578125,as
99.69837951660156,a
99.70144653320312,reader
99.97285461425781,designed
98.6300048828125,to
99.95121765136719,process
99.21333312988281,"""Turn"
99.3641128540039,around
99.60273742675781,"Documents"""
99.08734130859375,such
97.52437591552734,as
99.83941650390625,those
98.78438568115234,utility
99.25191497802734,and
99.93470001220703,insurance
99.8612060546875,bills
99.95262145996094,returned
99.09319305419922,with
99.91519927978516,payments.
99.830322265625,The
99.89006805419922,United
99.86323547363281,States
99.83734130859375,Postal
99.88311004638672,Service
99.6047592163086,has
99.51788330078125,been
98.92813873291016,using
99.7789077758789,OCR
99.91325378417969,machines
99.26428985595703,to
98.81241607666016,sort
99.7851333618164,mail
99.57891082763672,since
99.92950439453125,1965
99.91346740722656,based
99.27164459228516,on
99.8455581665039,technology
99.83888244628906,devised
99.90704345703125,primarily
99.88481903076172,by
99.85514831542969,the
99.91362762451172,prolific
99.93032836914062,inventor
99.89723205566406,Jacob
99.69750213623047,Rabinow.
99.85651397705078,The
99.90059661865234,first
98.24299621582031,use
99.26607513427734,of
99.78276824951172,OCR
99.83280944824219,in
99.94377899169922,Europe
97.50839233398438,was
97.81902313232422,by
99.77887725830078,the
99.92366790771484,British
99.91993713378906,General
99.75227355957031,Post
99.77252197265625,Office
99.57796478271484,(GPO).
99.71976470947266,In
99.8699951171875,1965
99.47882080078125,it
99.93521881103516,began
99.93742370605469,planning
99.55335235595703,an
99.76249694824219,entire
99.8631820678711,banking
99.84722900390625,"system,"
99.86634063720703,the
99.8926010131836,National
97.56497955322266,"Giro,"
99.2641830444336,using
99.71378326416016,OCR
99.9037857055664,"technology,"
99.68000030517578,a
99.92095184326172,process
99.04659271240234,that
99.8635025024414,revolutionized
99.67477416992188,bill
99.88731384277344,payment
99.85238647460938,systems
99.72373962402344,in
99.69898986816406,the
99.49723815917969,UK.
99.74845886230469,Canada
99.71613311767578,Post
99.58958435058594,has
99.78190612792969,been
99.51242065429688,using
99.77742767333984,OCR
99.87649536132812,systems
99.41639709472656,since
97.28787231445312,1971
92.36019134521484,[citation
90.17949676513672,needed]
99.76594543457031,OCR
99.84432983398438,systems
99.15473175048828,read
99.51554107666016,the
99.65824890136719,name
99.08771514892578,and
99.50514221191406,address
98.59539031982422,of
99.4670181274414,the
99.85894012451172,addressee
99.74798583984375,at
99.66537475585938,the
99.73451232910156,first
99.91626739501953,mechanised
99.7149429321289,sorting
99.24654388427734,"center,"
99.39131164550781,and
99.69037628173828,print
99.50736999511719,a
99.73815155029297,routing
99.35682678222656,bar
99.1351318359375,code
99.13856506347656,on
99.82764434814453,the
99.96665954589844,envelope
99.89176177978516,based
98.77178955078125,on
99.53854370117188,the
99.95816802978516,postal
99.49320220947266,code.
99.20765686035156,To
98.80284118652344,avoid
99.85308074951172,confusion
99.58609008789062,with
99.65910339355469,the
99.01354217529297,human-readable
99.6427993774414,address
99.90985107421875,field
99.45014953613281,which
98.6798095703125,can
99.64850616455078,be
99.77635192871094,located
99.90674591064453,anywhere
98.4779052734375,on
99.67938232421875,the
99.87556457519531,"letter,"
99.92747497558594,special
99.33036041259766,ink
98.35623168945312,(orange
99.74590301513672,in
99.68077850341797,visible
99.87317657470703,light)
99.84699249267578,is
99.79196166992188,used
99.74012756347656,that
99.63208770751953,is
99.94656372070312,clearly
95.03441619873047,visible
99.60279846191406,under
99.84732818603516,ultraviolet
99.56735229492188,light.
99.95993041992188,Envelopes
99.5165023803711,may
99.64573669433594,then
99.8268814086914,be
98.11929321289062,processed
99.60516357421875,with
99.94957733154297,equipment
99.91117095947266,based
99.20504760742188,on
99.91578674316406,simple
99.77095031738281,barcode
99.60338592529297,readers.
99.73246765136719,In
98.99708557128906,1974
99.7496109008789,Ray
99.76081848144531,Kurzweil
99.72434997558594,started
99.80265045166016,the
99.94084930419922,company
99.73812866210938,Kurzweil
99.94891357421875,Computer
99.61737823486328,"Products,"
99.02041625976562,Inc.
98.85852813720703,and
99.66756439208984,led
98.9845199584961,development
99.16532897949219,of
98.94541931152344,the
99.8669204711914,first
97.78904724121094,omni-font
99.90966796875,optical
99.78600311279297,character
99.92765045166016,recognition
99.56892395019531,system
99.49925231933594,a
99.91718292236328,computer
99.93138122558594,program
99.8407211303711,capable
99.03907012939453,of
99.93159484863281,recognizing
97.27305603027344,text
99.93709564208984,printed
99.70448303222656,in
99.94983673095703,any
99.8839111328125,normal
98.72965240478516,font.
99.82505798339844,He
99.8193130493164,decided
99.43234252929688,that
99.85848999023438,the
99.8837890625,best
99.95225524902344,application
99.62959289550781,of
99.7339096069336,this
99.93679809570312,technology
99.54293060302734,would
99.55333709716797,be
98.74188232421875,to
99.86971282958984,create
99.65387725830078,a
99.64896392822266,reading
99.83849334716797,machine
99.70899200439453,for
99.68384552001953,the
99.77239227294922,"blind,"
99.68274688720703,which
99.61612701416016,would
99.65663146972656,allow
99.65619659423828,blind
99.95447540283203,people
99.15594482421875,to
99.684814453125,have
99.6261978149414,a
99.92947387695312,computer
99.73774719238281,read
99.63756561279297,text
98.71047973632812,to
99.81441497802734,them
99.11998748779297,out
99.71796417236328,loud.
99.52434539794922,This
99.87864685058594,device
96.3794937133789,required
99.53888702392578,the
99.92193603515625,invention
99.46692657470703,of
98.43985748291016,two
99.80435943603516,enabling
99.74126434326172,technologies
88.50112915039062,-
99.53069305419922,the
99.57605743408203,CCD
99.91175079345703,flatbed
98.63390350341797,scanner
99.56127166748047,and
99.51973724365234,the
99.57395935058594,text-to-speech
99.82478332519531,synthesizer
99.20183563232422,On
99.89833068847656,January
99.12423706054688,"13,"
99.59739685058594,1976
99.62361145019531,the
99.55313110351562,successful
99.95516204833984,finished
99.6869888305664,product
97.372314453125,was
99.77490997314453,unveiled
99.89234924316406,during
99.29341125488281,a
99.64744567871094,widely-reported
96.85493469238281,news
